Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
1.0,0.63,0.13,0.42,0.011000000000000001,4.3,0.63,0.146,9.9066,0.313,0.72,0.11199999999999999
1.0,0.62,0.16,0.32,0.011000000000000001,3.6000000000000005,0.74,0.184,9.9096,0.322,0.41,0.11
1.0,0.6599999999999999,0.36,0.47,0.013999999999999999,14.499999999999998,0.26,0.124,9.927399999999999,0.309,0.56,0.10099999999999999
1.0,0.76,0.39,0.22,0.027999999999999997,3.6000000000000005,0.19,0.113,9.926,0.303,0.29,0.102
1.0,0.73,0.25,0.41,0.018000000000000002,3.7000000000000006,0.52,0.165,9.911,0.329,0.39,0.122
1.0,0.65,0.35,0.31,0.102,6.9,0.58,0.17,9.9692,0.318,0.49,0.094
1.0,0.65,0.23,0.2,0.075,5.0,0.44,0.179,9.9504,0.318,0.48,0.095333333333
1.0,0.64,0.17,0.32,0.024,4.8,0.41,0.2,9.938,0.35,0.5,0.09699999999999999
1.0,0.6599999999999999,0.26,0.28,0.094,2.8000000000000003,0.13,0.121,9.9254,0.317,0.34,0.121
1.0,0.62,0.15,0.46,0.016,3.9,0.38,0.123,9.93,0.33799999999999997,0.51,0.09699999999999999
1.0,0.62,0.29,0.23,0.124,4.8,0.33,0.201,9.9612,0.311,0.56,0.099
1.0,0.6,0.18,0.27,0.015,8.9,0.4,0.143,9.923,0.34900000000000003,0.62,0.10800000000000001
1.0,0.73,0.36,0.54,0.133,5.4,0.63,0.193,9.9864,0.306,0.49,0.086
1.0,0.7,0.29,0.33,0.009000000000000001,4.1000000000000005,0.2,0.117,9.9048,0.321,0.5,0.114
1.0,0.73,0.22,0.5,0.13699999999999998,4.9,0.56,0.189,9.994,0.324,0.66,0.09
1.0,0.63,0.28,0.22,0.095,4.0,0.3,0.111,9.9338,0.305,0.31,0.10800000000000001
1.0,0.71,0.25,0.28,0.012,4.0,0.31,0.111,9.917399999999999,0.318,0.53,0.111
1.0,0.67,0.33,0.36,0.066,4.2,0.34,0.116,9.9123,0.29700000000000004,0.31,0.122
1.0,0.7,0.12,0.19,0.049,5.5,0.27,0.127,9.953,0.329,0.41,0.094
1.0,0.5599999999999999,0.19,0.31,0.027000000000000003,2.7,0.11,0.1,9.8964,0.346,0.4,0.132
1.0,0.64,0.31,0.28,0.015,3.7000000000000006,0.12,0.119,9.919,0.33199999999999996,0.51,0.10400000000000001
1.0,0.85,0.17,0.31,0.01,2.4,0.13,0.091,9.93,0.279,0.37,0.10099999999999999
1.0,0.76,0.29,0.58,0.175,4.1000000000000005,0.51,0.225,9.997,0.316,0.66,0.095
1.0,0.54,0.415,0.19,0.016,3.9,0.27,0.088,9.9265,0.354,0.41,0.1
1.0,0.85,0.24,0.39,0.10400000000000001,4.3999999999999995,0.2,0.142,9.974,0.32,0.53,0.1
1.0,0.65,0.38,0.53,0.013999999999999999,14.2,0.05,0.069,9.926,0.314,0.52,0.10099999999999999
1.0,0.61,0.28,0.23,0.042,3.8,0.13,0.095,9.8898,0.29700000000000004,0.7,0.131
1.0,0.67,0.48,0.32,0.013999999999999999,2.1,0.22,0.121,9.889,0.315,0.53,0.127
1.0,0.53,0.3,0.2,0.011000000000000001,7.7,0.48,0.166,9.943999999999999,0.32999999999999996,0.54,0.087
1.0,0.64,0.28,0.29,0.016,5.2,0.34,0.127,9.929,0.348,0.56,0.105
1.0,0.75,0.19,0.49,0.018000000000000002,5.5,0.19,0.11,9.946,0.333,0.44,0.099
1.0,0.6900000000000001,0.3,0.25,0.033,4.1000000000000005,0.26,0.124,9.9428,0.318,0.5,0.09300000000000001
1.0,0.71,0.18,0.26,0.013000000000000001,4.1000000000000005,0.2,0.071,9.926,0.304,0.74,0.099
1.0,0.65,0.33,0.38,0.083,4.8,0.68,0.174,9.949200000000001,0.314,0.5,0.096
1.0,0.6599999999999999,0.3,0.3,0.048,17.0,0.6,0.166,9.946,0.318,0.47,0.094
1.0,0.8099999999999999,0.46,0.31,0.017,5.2,0.5,0.183,9.923,0.303,0.42,0.11199999999999999
1.0,0.64,0.22,0.32,0.079,2.9000000000000004,0.34,0.124,9.948,0.33999999999999997,0.39,0.102
1.0,0.62,0.21,0.26,0.131,5.0,0.59,0.15,9.9772,0.331,0.46,0.09
1.0,0.67,0.24,0.31,0.023,4.3999999999999995,0.37,0.113,9.901299999999999,0.329,0.46,0.129
1.0,0.6599999999999999,0.21,0.49,0.1815,4.2,0.41,0.158,9.997,0.32799999999999996,0.39,0.087
1.0,0.7,0.32,0.35,0.015,3.9,0.24,0.125,9.918,0.317,0.64,0.122
1.0,0.61,0.15,0.35,0.158,4.2,0.55,0.158,9.9642,0.324,0.37,0.106
1.0,0.6599999999999999,0.33,0.31,0.013000000000000001,2.0,0.29,0.089,9.9035,0.32599999999999996,0.44,0.124
1.0,0.73,0.24,0.39,0.1795,5.7,0.45,0.149,9.999,0.321,0.36,0.086
1.0,0.7,0.24,0.47,0.013000000000000001,4.3,0.18,0.131,9.9176,0.319,0.45,0.11
1.0,0.67,0.2,0.37,0.0165,2.5,0.42,0.103,9.9022,0.311,0.45,0.114
1.0,0.76,0.21,0.44,0.019,3.6000000000000005,0.1,0.119,9.913,0.301,0.7,0.128
1.0,0.6900000000000001,0.3,0.33,0.040999999999999995,3.5000000000000004,0.26,0.155,9.925,0.325,0.79,0.12300000000000001
1.0,0.64,0.15,0.25,0.078,5.0,0.13,0.068,9.939400000000001,0.316,0.4,0.099
1.0,0.67,0.36,0.28,0.083,3.4000000000000004,0.29,0.081,9.9151,0.296,0.39,0.125
1.0,0.61,0.41,0.24,0.016,4.9,0.16,0.137,9.93,0.33199999999999996,0.5,0.10400000000000001
1.0,0.75,0.38,0.56,0.09699999999999999,5.5,0.15,0.17,9.9605,0.313,0.65,0.099
1.0,0.9400000000000001,0.16,0.23,0.016,4.2,0.14,0.067,9.942,0.307,0.32,0.095
1.0,0.64,0.21,0.44,0.07400000000000001,4.5,0.47,0.182,9.957,0.324,0.46,0.091
1.0,0.74,0.24,0.22,0.107,4.2,0.26,0.081,9.953999999999999,0.286,0.36,0.09699999999999999
1.0,0.6900000000000001,0.18,0.3,0.02,3.8,0.39,0.19,9.914,0.33199999999999996,0.37,0.122
1.0,0.64,0.28,0.41,0.068,4.5,0.61,0.216,9.952,0.309,0.46,0.094
1.0,0.6,0.28,0.29,0.193,5.1,0.36,0.174,9.991100000000001,0.314,0.5,0.09
1.0,0.6,0.28,0.35,0.019,3.7000000000000006,0.16,0.12,9.933,0.316,0.69,0.106
1.0,0.75,0.35,0.28,0.096,5.1,0.26,0.157,9.969,0.312,0.53,0.092
1.0,0.6799999999999999,0.31,0.42,0.069,4.6,0.5,0.173,9.958,0.319,0.46,0.09
1.0,0.6599999999999999,0.34,0.27,0.062,5.8999999999999995,0.23,0.136,9.957,0.32999999999999996,0.49,0.10099999999999999
1.0,0.8400000000000001,0.31,0.31,0.0095,2.1,0.52,0.148,9.9038,0.29300000000000004,0.32,0.115
1.0,0.6599999999999999,0.23,0.2,0.114,4.3999999999999995,0.45,0.131,9.9604,0.296,0.51,0.09699999999999999
1.0,0.8,0.2,0.44,0.01,5.7,0.24,0.111,9.9158,0.309,0.32,0.11199999999999999
1.0,0.73,0.28,0.37,0.012,3.9,0.26,0.099,9.9198,0.301,0.62,0.10800000000000001
1.0,0.6900000000000001,0.15,0.29,0.023,3.3000000000000003,0.14,0.082,9.9132,0.31,0.58,0.11199999999999999
1.0,0.76,0.23,0.64,0.129,3.3000000000000003,0.54,0.17,9.98,0.3,0.53,0.08800000000000001
1.0,0.55,0.15,0.32,0.14,3.1,0.16,0.099,9.9437,0.32599999999999996,0.38,0.115
1.0,0.63,0.2,0.26,0.047,4.0,1.08,0.168,9.9278,0.307,0.75,0.107
1.0,0.6799999999999999,0.35,0.32,0.024,4.8,0.35,0.103,9.911,0.32799999999999996,0.46,0.12
1.0,0.6900000000000001,0.25,0.29,0.024,3.8,0.28,0.076,9.9088,0.301,0.36,0.11699999999999999
1.0,0.6599999999999999,0.28,0.09,0.109,5.1,0.37,0.131,9.9566,0.29300000000000004,0.62,0.095
1.0,0.71,0.36,0.37,0.048,1.9,0.39,0.114,9.9036,0.308,0.49,0.127
1.0,0.62,0.39,0.24,0.048,3.7000000000000006,0.45,0.138,9.917399999999999,0.323,0.43,0.11199999999999999
1.0,0.7,0.15,0.28,0.147,5.1,0.29,0.149,9.9792,0.296,0.39,0.09
1.0,0.6900000000000001,0.4,0.3,0.106,3.3000000000000003,0.24,0.087,9.9265,0.315,0.45,0.128
1.0,0.62,0.24,0.27,0.028999999999999998,3.9,0.3,0.123,9.8959,0.312,0.37,0.128
1.0,0.58,0.34,0.21,0.07200000000000001,4.1000000000000005,0.48,0.146,9.9441,0.316,0.49,0.098
1.0,0.6,0.29,0.41,0.10800000000000001,4.8,0.55,0.149,9.937000000000001,0.309,0.59,0.109666666667
1.0,0.65,0.425,0.4,0.131,3.8,0.59,0.241,9.979,0.323,0.57,0.09
1.0,0.6,0.2,0.26,0.068,4.9,0.22,0.093,9.928,0.315,0.42,0.11
1.0,0.8099999999999999,0.36,0.59,0.136,5.1,0.6,0.134,9.9886,0.296,0.39,0.087
1.0,0.8699999999999999,0.24,0.35,0.006,4.2,0.11,0.071,9.926,0.308,0.38,0.106
1.0,0.55,0.16,0.31,0.012,2.6,0.31,0.068,9.898,0.333,0.44,0.1165
1.0,0.5599999999999999,0.28,0.28,0.042,4.3999999999999995,0.52,0.158,9.92,0.335,0.44,0.107
1.0,0.73,0.28,0.36,0.127,4.0,0.38,0.14,9.98,0.32999999999999996,0.79,0.096
1.0,0.74,0.38,0.34,0.083,5.2,0.44,0.168,9.9627,0.311,0.52,0.092
1.0,0.72,0.25,0.28,0.14400000000000002,5.5,0.55,0.205,9.986,0.312,0.38,0.09
1.0,0.5900000000000001,0.27,0.27,0.09,5.1,0.43,0.136,9.940999999999999,0.325,0.53,0.107
1.0,0.72,0.34,0.34,0.126,4.8,0.07,0.041,9.942,0.319,0.4,0.11699999999999999
1.0,0.76,0.18,0.36,0.024,4.9,0.38,0.123,9.96,0.36,0.46,0.10300000000000001
1.0,0.53,0.43,0.11,0.011000000000000001,2.9000000000000004,0.06,0.051,9.9076,0.351,0.48,0.11199999999999999
1.0,0.64,0.25,0.3,0.055,3.8,0.15,0.129,9.948,0.314,0.49,0.096
1.0,0.62,0.36,0.45,0.10400000000000001,6.0,0.22,0.184,9.9711,0.331,0.56,0.098
1.0,0.63,0.305,0.22,0.16,6.1,0.26,0.141,9.9824,0.308,0.5,0.091
1.0,0.6799999999999999,0.18,0.37,0.016,5.5,0.47,0.154,9.934,0.308,0.45,0.091
1.0,0.8,0.24,0.26,0.017,3.3000000000000003,0.36,0.136,9.9316,0.344,0.51,0.10400000000000001
1.0,0.75,0.33,0.36,0.026000000000000002,5.1,0.26,0.126,9.9097,0.33199999999999996,0.53,0.127
1.0,0.58,0.33,0.2,0.1605,4.7,0.26,0.166,9.976,0.309,0.46,0.08900000000000001
1.0,0.64,0.26,0.3,0.022000000000000002,2.5,0.33,0.134,9.92,0.321,0.47,0.106
1.0,0.82,0.22,0.49,0.096,3.7000000000000006,0.53,0.154,9.951,0.302,0.33,0.106
1.0,0.67,0.26,0.49,0.083,4.7,0.54,0.191,9.953999999999999,0.323,0.4,0.10300000000000001
1.0,0.67,0.19,0.41,0.156,5.6000000000000005,0.75,0.155,9.995000000000001,0.32,0.44,0.08800000000000001
1.0,0.73,0.24,0.34,0.154,5.0,0.38,0.174,9.983,0.303,0.42,0.09
1.0,0.67,0.33,0.42,0.064,5.800000000000001,0.27,0.151,9.953999999999999,0.316,0.44,0.096
1.0,0.7,0.16,0.26,0.073,4.7,0.3,0.22,9.9622,0.33799999999999997,0.58,0.10099999999999999
1.0,0.63,0.2,0.3,0.059000000000000004,3.4000000000000004,0.35,0.152,9.9642,0.34700000000000003,0.4,0.085
1.0,0.73,0.34,0.39,0.052000000000000005,4.0,0.45,0.163,9.925,0.32999999999999996,0.47,0.124
1.0,0.61,0.22,0.38,0.027999999999999997,14.400000000000002,0.12,0.065,9.908,0.29500000000000004,0.64,0.114
1.0,0.58,0.28,0.34,0.022000000000000002,3.7000000000000006,0.24,0.125,9.8986,0.33599999999999997,0.33,0.128
1.0,0.58,0.2,0.3,0.015,3.1,0.21,0.057,9.9115,0.344,0.55,0.11
1.0,0.6900000000000001,0.26,0.33,0.126,5.1,0.59,0.173,9.98,0.339,0.38,0.099
1.0,0.86,0.33,0.34,0.11800000000000001,5.8999999999999995,0.42,0.24,9.9882,0.317,0.52,0.1
1.0,0.75,0.24,0.31,0.131,5.0,0.26,0.18,9.988399999999999,0.305,0.53,0.091
1.0,0.65,0.27,0.19,0.066,4.5,0.98,0.175,9.936399999999999,0.316,0.34,0.10099999999999999
1.0,0.64,0.18,0.32,0.096,5.2,0.24,0.09,9.963,0.335,0.49,0.094
1.0,0.7,0.16,0.36,0.026000000000000002,2.9000000000000004,0.28,0.098,9.912600000000001,0.311,0.37,0.11199999999999999
1.0,0.85,0.19,0.48,0.011000000000000001,2.6,0.23,0.058,9.9184,0.29,0.5,0.105
1.0,0.6599999999999999,0.28,0.23,0.10400000000000001,4.9,0.45,0.19,9.9754,0.312,0.51,0.08800000000000001
1.0,0.7,0.13,0.3,0.05,5.6000000000000005,0.31,0.122,9.945,0.34700000000000003,0.42,0.105
1.0,0.64,0.21,0.5,0.11599999999999999,4.2,0.45,0.153,9.972,0.315,0.43,0.08800000000000001
1.0,0.72,0.31,0.5,0.133,5.6000000000000005,0.68,0.195,9.982,0.301,0.47,0.092
1.0,0.7,0.46,0.2,0.16699999999999998,4.6,0.5,0.184,9.989799999999999,0.308,0.56,0.094
1.0,0.6900000000000001,0.34,0.49,0.073,4.5,0.61,0.206,9.957,0.309,0.4,0.09
1.0,0.53,0.32,0.12,0.066,4.3,0.22,0.141,9.937000000000001,0.33599999999999997,0.6,0.10400000000000001
1.0,0.7150000000000001,0.17,0.24,0.096,11.899999999999999,0.56,0.178,9.9578,0.315,0.44,0.102
1.0,0.58,0.31,0.32,0.045,2.4,0.28,0.094,9.890600000000001,0.325,0.52,0.13699999999999998
1.0,0.71,0.39,0.39,0.111,3.4000000000000004,0.25,0.204,9.9616,0.305,0.52,0.1
1.0,0.62,0.34,0.29,0.076,4.7,0.45,0.232,9.955,0.335,0.62,0.1
1.0,0.65,0.28,0.28,0.204,4.1000000000000005,0.4,0.144,10.001999999999999,0.314,0.38,0.087
1.0,0.73,0.25,0.36,0.021,3.4000000000000004,0.3,0.177,9.9085,0.325,0.4,0.11900000000000001
1.0,0.65,0.28,0.29,0.027000000000000003,3.8,0.26,0.107,9.911999999999999,0.33199999999999996,0.41,0.11599999999999999
1.0,0.6900000000000001,0.38,0.29,0.1365,4.8,0.52,0.189,9.978399999999999,0.3,0.6,0.095
1.0,0.62,0.22,0.3,0.124,5.4,1.08,0.152,9.972800000000001,0.31,0.47,0.095
1.0,0.7,0.44,0.24,0.121,5.6000000000000005,0.68,0.21,9.9718,0.305,0.5,0.095
1.0,0.6799999999999999,0.46,0.26,0.027000000000000003,4.2,0.28,0.083,9.9114,0.33799999999999997,0.51,0.12
1.0,0.53,0.47,0.1,0.013000000000000001,3.6000000000000005,0.11,0.074,9.9082,0.348,0.54,0.11199999999999999
1.0,0.55,0.16,0.22,0.045,3.0,0.3,0.102,9.938,0.324,0.36,0.094
1.0,0.6799999999999999,0.3,0.22,0.062,6.0,0.41,0.19,9.985800000000001,0.318,0.51,0.092
1.0,0.6599999999999999,0.21,0.36,0.008,3.4000000000000004,0.48,0.113,9.916500000000001,0.324,0.68,0.105
1.0,0.8,0.17,0.29,0.024,2.9000000000000004,0.52,0.119,9.8944,0.303,0.33,0.129
1.0,0.74,0.19,0.3,0.013999999999999999,5.7,0.33,0.135,9.93,0.312,0.5,0.096
1.0,0.64,0.26,0.42,0.09699999999999999,4.3999999999999995,0.3,0.14,9.962,0.318,0.47,0.091
1.0,0.72,0.37,0.15,0.02,2.9000000000000004,0.27,0.087,9.902999999999999,0.32999999999999996,0.59,0.126
1.0,0.5700000000000001,0.32,0.18,0.013999999999999999,2.9000000000000004,0.26,0.104,9.906,0.344,0.37,0.11
1.0,0.72,0.15,0.33,0.011000000000000001,2.7,0.16,0.063,9.937000000000001,0.337,0.4,0.099
1.0,0.6599999999999999,0.32,0.47,0.156,6.3,0.27,0.173,9.987200000000001,0.318,0.56,0.09
1.0,0.52,0.38,0.26,0.077,5.3,0.2,0.103,9.925,0.327,0.45,0.122
1.0,0.6900000000000001,0.37,0.28,0.138,3.1,0.34,0.137,9.948,0.31,0.37,0.11599999999999999
1.0,0.67,0.19,0.36,0.011000000000000001,2.6,0.63,0.143,9.911999999999999,0.327,0.48,0.11
1.0,0.78,0.28,0.25,0.034,2.4,0.27,0.099,9.8959,0.298,0.37,0.13
1.0,0.76,0.29,0.49,0.096,3.0,0.45,0.197,9.938,0.313,0.38,0.12300000000000001
1.0,0.64,0.2,0.28,0.025,3.2,0.24,0.084,9.9168,0.331,0.55,0.115
1.0,0.63,0.17,0.32,0.042,4.0,0.37,0.117,9.9182,0.324,0.43,0.113
1.0,0.76,0.17,0.45,0.11199999999999999,5.4,0.56,0.137,9.97,0.315,0.47,0.1
1.0,0.6799999999999999,0.26,0.56,0.11900000000000001,4.3,0.64,0.226,9.97,0.302,0.63,0.09300000000000001
1.0,0.65,0.25,0.5,0.076,4.7,0.54,0.184,9.9572,0.317,0.45,0.092
1.0,0.6900000000000001,0.29,0.25,0.122,4.0,0.29,0.136,9.9552,0.305,0.65,0.10400000000000001
1.0,0.6900000000000001,0.18,0.36,0.013000000000000001,3.6000000000000005,0.4,0.117,9.934,0.327,0.95,0.095
1.0,0.615,0.21,0.37,0.032,2.1,0.2,0.08,9.9076,0.339,0.47,0.12
1.0,0.7,0.13,0.37,0.1285,4.2,0.36,0.105,9.9581,0.305,0.55,0.107
1.0,0.53,0.3,0.3,0.012,2.9000000000000004,0.25,0.093,9.8742,0.331,0.4,0.136
1.0,1.42,0.27,0.49,0.011000000000000001,3.7000000000000006,0.33,0.156,9.92,0.315,0.54,0.111
1.0,0.65,0.33,0.28,0.061,1.8000000000000003,0.41,0.103,9.9122,0.324,0.32,0.122
1.0,0.73,0.16,0.35,0.015,3.6000000000000005,0.29,0.108,9.9342,0.327,0.51,0.102
1.0,0.7,0.17,0.37,0.015,2.8000000000000003,0.26,0.075,9.922,0.32999999999999996,0.46,0.10800000000000001
1.0,0.61,0.6,0.12,0.018000000000000002,5.0,0.11,0.076,9.9268,0.34199999999999997,0.48,0.10400000000000001
1.0,0.7,0.2,0.74,0.008,4.3999999999999995,0.19,0.163,9.931,0.346,0.53,0.102
1.0,0.62,0.26,0.19,0.034,4.9,0.47,0.172,9.924,0.314,0.43,0.10400000000000001
1.0,0.74,0.21,0.8,0.12300000000000001,3.8,0.77,0.183,9.9778,0.29500000000000004,0.48,0.09
1.0,0.6599999999999999,0.29,0.44,0.09,5.3,0.62,0.178,9.9685,0.302,0.45,0.08900000000000001
1.0,0.6799999999999999,0.32,0.34,0.06,5.0,0.05,0.129,9.953,0.319,0.4,0.091
1.0,0.71,0.24,0.41,0.17800000000000002,4.6,0.39,0.145,9.998000000000001,0.33199999999999996,0.39,0.087
1.0,0.6599999999999999,0.285,0.49,0.114,3.5000000000000004,0.57,0.137,9.9732,0.308,0.54,0.08900000000000001
1.0,0.72,0.19,0.31,0.013999999999999999,4.6,0.37,0.135,9.939,0.33399999999999996,0.57,0.102
1.0,0.61,0.33,0.32,0.078,5.2,0.52,0.183,9.9657,0.339,0.65,0.095
1.0,0.65,0.33,0.28,0.061,1.8000000000000003,0.41,0.103,9.9122,0.324,0.32,0.122
1.0,0.6799999999999999,0.34,0.74,0.027999999999999997,8.8,0.23,0.185,9.928,0.351,0.7,0.12
1.0,0.5900000000000001,0.37,0.32,0.016,2.9000000000000004,0.41,0.102,9.8916,0.341,0.55,0.127
1.0,0.75,0.41,0.23,0.14800000000000002,5.4,0.28,0.174,9.989799999999999,0.318,0.49,0.09699999999999999
1.0,0.74,0.16,0.33,0.012,4.2,0.47,0.121,9.9198,0.304,0.68,0.105
1.0,0.6900000000000001,0.26,0.27,0.042,3.1,0.2,0.08,9.908900000000001,0.312,0.39,0.115
1.0,0.58,0.3,0.33,0.035,3.3000000000000003,0.25,0.116,9.9057,0.32,0.44,0.11699999999999999
1.0,0.77,0.23,0.31,0.107,3.8,0.59,0.186,9.969,0.312,0.55,0.095
1.0,0.72,0.31,0.26,0.073,5.0,0.37,0.157,9.9625,0.309,0.43,0.09
1.0,0.51,0.29,0.28,0.083,2.6,0.27,0.107,9.9308,0.33599999999999997,0.37,0.11
1.0,0.71,0.27,0.27,0.10400000000000001,4.1000000000000005,0.26,0.114,9.933499999999999,0.304,0.52,0.115
1.0,0.62,0.36,0.27,0.032,3.2,0.13,0.073,9.8942,0.29,0.69,0.126
1.0,0.76,0.67,0.14,0.015,7.400000000000001,0.25,0.168,9.937000000000001,0.305,0.51,0.09300000000000001
1.0,0.77,0.39,0.28,0.049,3.5000000000000004,0.36,0.109,9.918,0.319,0.58,0.122
1.0,0.6900000000000001,0.29,0.41,0.078,4.6,0.52,0.171,9.9537,0.312,0.51,0.096
1.0,0.6799999999999999,0.22,0.32,0.059000000000000004,5.4,0.4,0.152,9.938,0.32,0.57,0.10800000000000001
1.0,0.6900000000000001,0.31,0.32,0.012,2.4,0.2,0.166,9.9208,0.305,0.54,0.098
1.0,0.62,0.35,0.31,0.026000000000000002,3.6000000000000005,0.37,0.092,9.8938,0.327,0.53,0.128
1.0,0.86,0.485,0.29,0.040999999999999995,2.6,0.19,0.101,9.918,0.301,0.38,0.124
1.0,0.76,0.26,0.36,0.016,3.2,0.06,0.106,9.93,0.315,0.4,0.10400000000000001
1.0,0.5900000000000001,0.18,0.29,0.046,3.2,0.68,0.137,9.9159,0.321,0.38,0.113
1.0,0.89,0.33,0.34,0.013999999999999999,5.6000000000000005,0.14,0.171,9.946,0.313,0.47,0.09699999999999999
1.0,0.61,0.28,0.24,0.19949999999999998,7.400000000000001,0.32,0.174,9.9922,0.319,0.44,0.09300000000000001
1.0,0.63,0.17,0.42,0.027999999999999997,2.8000000000000003,0.45,0.107,9.908,0.327,0.43,0.11800000000000001
1.0,0.74,0.26,0.31,0.076,4.7,0.52,0.177,9.962,0.313,0.45,0.08900000000000001
1.0,0.6599999999999999,0.25,0.35,0.028999999999999998,3.4000000000000004,0.38,0.121,9.9008,0.319,0.4,0.128
1.0,0.9800000000000001,0.16,0.46,0.018000000000000002,4.6,0.23,0.13,9.9587,0.304,0.67,0.096
1.0,0.73,0.33,0.22,0.013999999999999999,4.1000000000000005,0.4,0.177,9.928700000000001,0.314,0.48,0.099
1.0,0.72,0.16,0.32,0.008,4.0,0.5,0.121,9.922,0.327,0.33,0.1
1.0,0.7,0.15,0.28,0.147,5.1,0.29,0.149,9.9792,0.296,0.39,0.09
1.0,0.6900000000000001,0.28,0.4,0.08199999999999999,3.6000000000000005,0.15,0.095,9.943999999999999,0.317,0.33,0.102
1.0,0.72,0.27,0.42,0.016,5.0,0.35,0.135,9.92,0.294,0.46,0.11
1.0,0.52,0.17,0.27,0.006999999999999999,3.0,0.11,0.068,9.9218,0.32999999999999996,0.41,0.098
1.0,0.53,0.36,0.27,0.063,2.8000000000000003,0.4,0.132,9.9186,0.337,0.4,0.11599999999999999
1.0,0.5700000000000001,0.26,0.24,0.17800000000000002,5.8999999999999995,0.23,0.124,9.9773,0.32999999999999996,0.5,0.10099999999999999
1.0,0.61,0.32,0.25,0.017,3.4000000000000004,0.37,0.136,9.92,0.34700000000000003,0.5,0.10800000000000001
1.0,0.64,0.34,0.1,0.011000000000000001,4.8,0.19,0.084,9.927,0.321,0.38,0.098
1.0,0.64,0.55,0.26,0.096,2.7,0.2,0.104,9.924,0.322,0.73,0.131
1.0,0.78,0.16,0.41,0.017,2.6,0.29,0.14,9.91,0.302,0.78,0.125
1.0,0.76,0.27,0.29,0.025,5.8999999999999995,0.37,0.115,9.9328,0.309,0.37,0.098
1.0,0.77,0.43,1.0,0.19949999999999998,3.2,0.42,0.164,9.9742,0.329,0.5,0.12
1.0,0.67,0.29,0.45,0.14300000000000002,5.4,0.3,0.181,9.9869,0.314,0.57,0.091
1.0,0.6900000000000001,0.42,0.2,0.154,4.3,0.57,0.201,9.9848,0.308,0.54,0.094
1.0,0.79,0.17,0.32,0.016,5.3,0.47,0.15,9.948,0.329,0.76,0.096
1.0,0.72,0.24,0.34,0.011000000000000001,4.5,0.03,0.064,9.913,0.323,0.51,0.114
1.0,0.62,0.25,0.54,0.07,4.6,0.58,0.176,9.9454,0.319,0.7,0.10400000000000001
1.0,0.8699999999999999,0.31,0.73,0.1435,4.3999999999999995,0.27,0.191,10.0013,0.296,0.88,0.087
1.0,0.76,0.28,0.39,0.019,5.2,0.23,0.116,9.940999999999999,0.325,0.4,0.10400000000000001
1.0,0.64,0.26,0.25,0.107,4.6,0.66,0.179,9.9606,0.317,0.55,0.099
1.0,0.8300000000000001,0.18,0.3,0.011000000000000001,3.3000000000000003,0.2,0.057,9.9109,0.302,0.51,0.11
1.0,0.78,0.25,0.37,0.01,4.3,0.1,0.08,9.9128,0.308,0.38,0.114
1.0,0.6599999999999999,0.38,0.36,0.092,6.1,0.42,0.214,9.976,0.331,0.56,0.094
1.0,0.73,0.22,0.41,0.154,5.0,0.55,0.191,10.0,0.33199999999999996,0.59,0.08900000000000001
1.0,0.75,0.28,0.34,0.042,2.8000000000000003,0.36,0.116,9.91,0.29900000000000004,0.41,0.12300000000000001
1.0,0.67,0.31,0.42,0.064,5.7,0.25,0.148,9.955,0.316,0.45,0.096
1.0,0.76,0.23,0.26,0.153,6.7,0.32,0.166,9.986,0.303,0.44,0.092
1.0,0.51,0.165,0.22,0.057,4.7,0.42,0.146,9.934,0.318,0.55,0.099
1.0,0.82,0.37,0.36,0.01,3.4000000000000004,0.17,0.093,9.906,0.304,0.32,0.11699999999999999
1.0,0.71,0.31,0.25,0.11199999999999999,4.8,0.32,0.136,9.9663,0.314,0.4,0.095
1.0,0.86,0.2,0.42,0.015,4.1000000000000005,0.35,0.125,9.925,0.311,0.49,0.114
1.0,0.74,0.33,0.44,0.076,5.0,0.4,0.227,9.9679,0.312,0.52,0.09
1.0,0.58,0.33,0.23,0.05,5.3,0.29,0.106,9.9458,0.313,0.52,0.09
1.0,0.74,0.33,0.26,0.156,4.9,0.67,0.21,9.9907,0.306,0.68,0.095
1.0,0.6599999999999999,0.39,0.39,0.11900000000000001,5.7,0.51,0.221,9.9851,0.32599999999999996,0.51,0.08900000000000001
1.0,0.6900000000000001,0.3,0.21,0.157,5.6000000000000005,0.49,0.159,9.9827,0.311,0.48,0.09
1.0,0.6900000000000001,0.19,0.28,0.03,5.4,0.33,0.099,9.924,0.316,0.4,0.10800000000000001
1.0,0.6599999999999999,0.25,0.3,0.14400000000000002,5.2,0.4,0.183,9.98,0.302,0.5,0.091
1.0,0.6799999999999999,0.28,0.36,0.016,4.0,0.25,0.087,9.924,0.323,0.66,0.10300000000000001
1.0,0.63,0.28,0.3,0.031,3.9,0.24,0.115,9.942,0.305,0.43,0.086
1.0,0.77,0.35,0.49,0.08650000000000001,3.3000000000000003,0.42,0.186,9.931,0.314,0.38,0.124
1.0,0.58,0.24,0.44,0.035,2.9000000000000004,0.05,0.109,9.913,0.353,0.43,0.11699999999999999
1.0,0.76,0.19,0.41,0.011000000000000001,4.0,0.38,0.143,9.907,0.292,0.42,0.114
1.0,0.51,0.33,0.22,0.016,2.7,0.18,0.089,9.892999999999999,0.351,0.38,0.125
